first_name,middle_initial,last_name,animal,material,country
Jamey,T,Hiseman,Australian masked owl,Plexiglass,Brazil
Carling,Q,Dunrige,"Bandicoot, short-nosed",Aluminum,China
Siouxie,D,Heineke,"Porcupine, crested",Brass,Afghanistan
Sig,G,Gemelli,Dark-winged trumpeter,Plexiglass,China
Tallia,Y,Hoble,Honey badger,Vinyl,Vietnam
Stephenie,B,Coad,"Kingfisher, pied",Vinyl,Philippines
Karilynn,F,Petracchi,Mouflon,Rubber,Argentina
Trula,U,Scrancher,Brazilian tapir,Glass,France
Sybille,B,Troth,"Squirrel, eurasian red",Vinyl,Kiribati
Francisca,T,Lghan,"Otter, oriental short-clawed",Glass,Sweden
Lyda,X,McKelvey,"Squirrel, red",Stone,Indonesia
Schuyler,K,Edmands,"Sandgrouse, yellow-throated",Glass,Norway
Jae,J,Faill,"Tortoise, desert",Vinyl,Poland
Kip,N,Cogdell,"Wolf, timber",Granite,Russia
Glen,D,Deverose,Lesser flamingo,Stone,Greece
Daren,X,Covelle,Indian jackal,Vinyl,France
Reggie,O,Marconi,Arctic tern,Granite,Portugal
Dur,O,Simmank,Asiatic jackal,Steel,Russia
Hobard,U,Beavis,"Caracara, yellow-headed",Aluminum,Croatia
Noel,O,Screen,Lava gull,Plastic,Indonesia
Geoffrey,K,Davidowich,"Caiman, spectacled",Brass,Ukraine
Bab,K,Gildersleaves,Little heron,Steel,Czech Republic
Cacilia,V,Mason,"Deer, spotted",Brass,Egypt
Berkley,Y,Cobb,Nyala,Aluminum,Russia
Lin,H,Conneau,Northern phalarope,Glass,Japan
Luce,N,Bulcroft,"Godwit, hudsonian",Stone,Paraguay
Joelly,A,Adelberg,Magistrate black colobus,Rubber,Indonesia
Alastair,V,Unwin,Bushpig,Stone,Indonesia
Price,O,Erie,"Cat, miner's",Stone,France
Quinton,A,Elwel,Blue-faced booby,Aluminum,Russia
Grata,F,Darlison,Kongoni,Rubber,Belarus
Archy,B,Lawler,"Civet, small-toothed palm",Rubber,Russia
Putnem,Z,Gabe,"Gonolek, burchell's",Stone,Philippines
Taber,D,Tomovic,"Owl, burrowing",Plastic,Indonesia
Gavra,H,Allpress,"Hartebeest, coke's",Vinyl,Poland
Kristofor,H,Pendlington,"Grouse, sage",Aluminum,China
Buddie,U,Huffer,Galapagos hawk,Plastic,Morocco
Darius,L,Bolland,"Stork, white-necked",Steel,Russia
Billy,C,Degoey,Coyote,Granite,Sweden
Dav,L,Longworth,"Barbet, levaillant's",Vinyl,Egypt
Doug,F,Tattam,"Waxbill, violet-eared",Stone,Morocco
Kelsey,N,Duchasteau,Oriental white-backed vulture,Plastic,Indonesia
Livvyy,R,Toland,Common zebra,Steel,Tanzania
Carley,X,Reeder,Indian red admiral,Steel,Mexico
Donia,Q,Newe,Eastern indigo snake,Plastic,Portugal
Joye,V,Romain,Striped skunk,Plastic,Brazil
Terrell,B,Hackinge,Long-finned pilot whale,Aluminum,Bolivia
Gabey,C,Francino,"Macaw, blue and gold",Steel,Syria
Melvin,V,Moggach,"Otter, giant",Granite,United States
Ardeen,S,Gonthier,Crested barbet,Stone,United States
Clemmie,V,McMurray,White-winged dove,Granite,Brazil
Jerri,X,Click,"Mongoose, yellow",Plastic,China
Wenona,K,Vollam,"Gazelle, grant's",Glass,Laos
Maurine,L,Capelen,California sea lion,Plexiglass,Honduras
Isaak,C,Thorowgood,"Wambenger, red-tailed",Granite,Ukraine
Maddalena,O,Nisius,Green-winged trumpeter,Aluminum,China
Gretel,G,Boobyer,Square-lipped rhinoceros,Aluminum,Indonesia
Bunni,X,Adelberg,Indian jackal,Glass,China
Wendeline,X,Lowton,"Siskin, yellow-rumped",Vinyl,Russia
Mitchel,N,Petru,"Squirrel, uinta ground",Rubber,Burundi
Eb,U,Hanse,"Owl, madagascar hawk",Aluminum,Indonesia
Lucais,W,Greensted,Barrows goldeneye,Plexiglass,Poland
Leonelle,R,Pennycook,Tasmanian devil,Rubber,Mongolia
Rawley,R,Samsworth,Helmeted guinea fowl,Plexiglass,Kenya
Jasmine,Z,Iorns,Mouflon,Plastic,United Kingdom
Filia,M,O'Corrin,Grizzly bear,Plastic,China
Irwinn,S,Pyburn,Vicuna,Plexiglass,Luxembourg
Roscoe,O,Izakovitz,Black-backed magpie,Vinyl,Philippines
Iorgos,E,Waldie,"Flamingo, roseat",Stone,Portugal
Beverley,D,Gittoes,"Pademelon, red-legged",Vinyl,Indonesia
Banky,F,Bernlin,"Frogmouth, tawny",Vinyl,Portugal
Jocelyn,J,Jeffels,Black-tailed tree creeper,Granite,China
Kayne,Q,Wellesley,Frilled dragon,Wood,Azerbaijan
Shaun,T,McGeorge,Mexican wolf,Rubber,South Africa
Tiphanie,L,Hegdonne,Red-winged hawk (unidentified),Vinyl,Indonesia
Rolland,L,Pickton,"Cockatoo, sulfur-crested",Plastic,Philippines
Brenda,O,Arcase,"Grebe, little",Vinyl,Yemen
Chev,Y,Soper,"Legaan, ground",Brass,Morocco
Winn,B,Fayre,"Eagle, bald",Plastic,Brazil
Jacquelynn,D,Ravilious,Cattle egret,Aluminum,Iran
Evelina,S,Kiraly,"Squirrel, nelson ground",Plexiglass,Indonesia
Alyda,R,Aronstam,"Macaque, rhesus",Plexiglass,Poland
Madison,Y,Francomb,Hyrax,Plexiglass,Indonesia
Terra,Y,McGauhy,Snowy owl,Granite,Chile
Abby,X,Pimmocke,"Ibis, sacred",Aluminum,Georgia
Shana,B,Cattermole,"Oystercatcher, blackish",Glass,Botswana
Tate,U,Eby,Egyptian goose,Plexiglass,Indonesia
Austin,K,Sheaber,White-throated monitor,Stone,France
Ophelie,M,Citrine,Greater roadrunner,Plexiglass,Greece
Alvira,I,Matteotti,Roan antelope,Wood,American Samoa
Gerek,C,Laidler,Black-footed ferret,Wood,Indonesia
Jobey,G,Darlasson,Indian red admiral,Plexiglass,Venezuela
Christie,U,Golds,Mexican boa,Glass,Colombia
Muffin,Z,Duffin,"Vulture, griffon",Steel,Thailand
Bertram,P,Zimmermanns,"Chickadee, black-capped",Stone,Costa Rica
Stinky,T,Capelle,Horned lark,Wood,France
Linzy,U,Bernat,"Viper, egyptian",Rubber,Poland
Nefen,S,Jeram,Ferruginous hawk,Steel,Cameroon
Amos,S,Mathewes,Black-crowned crane,Stone,China
Earl,O,Umbers,"Iguana, common green",Aluminum,Indonesia
Rayshell,S,Summerson,Darwin ground finch (unidentified),Vinyl,Tunisia
Lynnell,S,Malins,"Trumpeter, green-winged",Granite,China
Arleta,F,Molan,"Lion, australian sea",Brass,Russia
Cal,H,Sellner,Spotted hyena,Rubber,Venezuela
Fernando,F,Parlot,Northern elephant seal,Stone,Brazil
Paige,V,Sizey,"Fox, north american red",Brass,Indonesia
Rod,X,Bickle,"Cat, ringtail",Vinyl,Sweden
Christin,L,Gostyke,"Tortoise, galapagos",Brass,Indonesia
Ivonne,J,Gianetti,Rufous-collared sparrow,Plexiglass,China
Link,A,Hartropp,Laughing dove,Rubber,China
Alena,F,Aggas,"Spurfowl, yellow-necked",Rubber,Russia
Geri,Q,Daouse,"Gazelle, grant's",Wood,Indonesia
Benito,S,Adkins,"Squirrel, pine",Steel,Portugal
Bessy,F,Sharnock,Springbuck,Brass,Malaysia
Linc,G,Vedntyev,Pine siskin,Plastic,Brazil
Waly,S,Liston,North American beaver,Brass,Poland
Gray,C,Owain,"Flamingo, greater",Plexiglass,Armenia
Celeste,O,Shawel,House sparrow,Plexiglass,Madagascar
Ugo,I,Hess,"Lion, australian sea",Brass,United States
Abagail,B,Henningham,Bat-eared fox,Granite,Japan
Jarrad,G,McQuin,Dromedary camel,Stone,Indonesia
Laura,O,Critten,"Alligator, american",Stone,Democratic Republic of the Congo
Leticia,M,Cowing,Red meerkat,Stone,Sweden
Cole,Y,Westwood,"Sifaka, verreaux's",Granite,Ukraine
Haley,P,Weatherill,Long-nosed bandicoot,Stone,Philippines
Tiena,X,Wivell,Turkey vulture,Steel,Czech Republic
Farrah,G,Navaro,Yak,Rubber,Saudi Arabia
Yasmin,C,Illingworth,"Heron, grey",Wood,Philippines
Shep,Z,Weymouth,"Cormorant, king",Rubber,Somalia
Marjie,P,Mussen,Common wallaroo,Plexiglass,Portugal
Ashlan,M,Huggill,Savannah deer (unidentified),Wood,Canada
Tobe,W,Foffano,Red brocket,Rubber,Argentina
Janeen,C,Bearman,"Flycatcher, tyrant",Plastic,China
Jacki,O,Grutchfield,"Kangaroo, jungle",Plexiglass,Peru
Lethia,R,Kedslie,"Cobra, egyptian",Plexiglass,Uzbekistan
Evelina,G,MacAlpyne,"Crane, black-crowned",Plexiglass,Dominican Republic
Kaleena,H,Couth,"Goose, spur-winged",Steel,Philippines
Bette-ann,Y,Jarman,Striped skunk,Wood,Chile
Gretal,R,Probart,"Dragon, ornate rock",Stone,Pakistan
Skyler,H,Wignall,"Shrike, common boubou",Wood,China
Rosalynd,L,Bernardinelli,Greater adjutant stork,Aluminum,China
Udell,U,Ziem,Little blue penguin,Plexiglass,China
Cherie,B,Massimi,Black-capped chickadee,Aluminum,Russia
Carolus,P,Keiling,Black swan,Granite,China
Keelia,P,Bitcheno,Southern brown bandicoot,Glass,Russia
Maegan,J,Gristwood,"Weaver, chestnut",Aluminum,Colombia
Doretta,W,Minkin,"Roller, lilac-breasted",Glass,Philippines
Maurice,D,Fanshaw,Rhesus macaque,Glass,Colombia
Moira,O,Chese,American woodcock,Aluminum,China
Phillis,O,Wigley,Hyrax,Aluminum,China
Randy,T,Jedrzejewsky,"Corella, long-billed",Aluminum,Indonesia
Allin,S,Crozier,Hottentot teal,Stone,China
Sam,B,Villalta,Urial,Plastic,United States
Kylila,F,Ping,Tiger,Plexiglass,Indonesia
Garvey,A,Gilloran,Red-legged pademelon,Stone,China
Robyn,H,Pomphrett,"Reedbuck, bohor",Plastic,Brazil
Wainwright,O,Werlock,American beaver,Steel,China
Philippe,R,Tankus,Old world fruit bat (unidentified),Stone,China
Samaria,F,Cruikshank,Carpet python,Aluminum,Pakistan
Darda,F,Stilliard,Jaguar,Wood,China
Jean,Q,Bourthoumieux,"Dove, rock",Vinyl,Venezuela
Edd,E,Timmens,"Hen, sage",Wood,Portugal
Sigismundo,Q,Parradye,"Buffalo, african",Wood,Russia
Iolanthe,W,Burnep,"Flamingo, greater",Brass,China
Anastasia,U,Avramow,"Bulbul, black-fronted",Granite,Indonesia
Ginevra,Y,Klausen,Least chipmunk,Plexiglass,China
Dario,R,Amyes,Prairie falcon,Rubber,France
Gabbie,J,Ivashev,Dama wallaby,Steel,Indonesia
Gretchen,S,Risely,Small-toothed palm civet,Stone,Russia
Mikkel,A,Bravington,"Goose, canada",Brass,Philippines
Stacey,O,Macrow,Ferruginous hawk,Granite,Kenya
Axel,B,Hockey,"Langur, gray",Glass,Syria
Vaughn,Y,Bouch,"Wambenger, red-tailed",Aluminum,France
Pier,A,Loverock,Sidewinder,Rubber,East Timor
Dionne,R,Swanston,Black-capped chickadee,Plastic,Syria
Gavin,G,Bailes,"Heron, boat-billed",Rubber,Indonesia
Dorolisa,D,Onyon,Field flicker,Stone,Russia
Hermon,S,Albasini,Four-horned antelope,Vinyl,Bulgaria
Wilmette,Q,MacHoste,Bleeding heart monkey,Vinyl,Indonesia
Franchot,X,Lowsely,Toddy cat,Steel,Lithuania
Lammond,B,Faithfull,Western palm tanager (unidentified),Wood,Ecuador
Lucienne,O,Camili,"Booby, blue-faced",Wood,Nigeria
Sloan,U,Alps,"Boa, malagasy ground",Glass,Colombia
Katheryn,N,Pawlaczyk,"Elk, Wapiti",Vinyl,Indonesia
Thibaut,U,Edds,Green-backed heron,Vinyl,China
Gunther,N,Panton,Lizard (unidentified),Rubber,Colombia
Eugenia,L,Methingam,"Mongoose, yellow",Rubber,China
Trip,C,Rabjohn,Blue and gold macaw,Glass,Indonesia
Matthiew,Y,People,"Weaver, lesser masked",Rubber,United States
Jehu,N,Cortnay,North American beaver,Plexiglass,Bosnia and Herzegovina
Valentino,L,Scriver,"Crake, african black",Wood,Brazil
Ive,Q,Baitey,"Macaw, scarlet",Plastic,Uganda
Hercules,W,Cullum,Guanaco,Brass,Kenya
Clayson,Z,Brimblecombe,"Eagle, long-crested hawk",Vinyl,Haiti
Leanora,D,Aluard,Puma,Glass,Indonesia
Carmelia,M,Anfossi,"Bandicoot, southern brown",Plexiglass,Greece
Carmencita,W,Ximenez,"Hen, sage",Brass,Nepal
Vivi,T,Dollimore,Short-beaked echidna,Aluminum,Russia
Sonnnie,N,Newport,African elephant,Glass,Indonesia
Carine,S,Bardey,"Snake, tiger",Rubber,Japan
Wallie,H,Itchingham,Water moccasin,Aluminum,Sweden
Frieda,R,Sirr,Sally lightfoot crab,Aluminum,Czech Republic
Vaclav,D,Shovelin,Springhare,Wood,China
Cristie,Y,Capron,European stork,Wood,Latvia
Morgan,I,Duffil,Little brown bat,Wood,Japan
Francoise,L,Hewes,Galapagos penguin,Granite,United States
Vanya,B,Safell,"Sunbird, lesser double-collared",Aluminum,Philippines
Christos,C,Bellelli,Puku,Wood,Thailand
Nell,A,Taft,American badger,Brass,Czech Republic
Odell,Z,Fransewich,Common zebra,Plastic,China
Merill,T,Arkil,Hudsonian godwit,Stone,Philippines
Katrine,W,Kingswell,"Spoonbill, european",Glass,Peru
Oates,I,Mountain,Tasmanian devil,Aluminum,Japan
Stanfield,Y,Slipper,Antelope ground squirrel,Brass,Indonesia
Granville,J,Germon,Goanna lizard,Plastic,Indonesia
Lydie,I,Utteridge,"Openbill, asian",Granite,China
Elsa,S,Cowern,"Teal, hottentot",Stone,Albania
Romona,L,Popham,Gemsbok,Stone,Morocco
Giavani,W,Facher,"Starling, greater blue-eared",Glass,Brazil
Claudelle,C,Orrick,Pied kingfisher,Steel,Russia
Hana,Q,Adamov,"Dove, laughing",Rubber,Philippines
Glad,C,Coopman,"Pie, indian tree",Stone,Vietnam
Casey,Y,Tideswell,California sea lion,Granite,Czech Republic
Keane,P,Trumper,"Bandicoot, long-nosed",Granite,Brazil
Dona,E,Ambrogioni,"Sheep, stone",Granite,Philippines
Nettie,E,Lohmeyer,Chilean flamingo,Brass,Indonesia
Hillery,S,Pavlovsky,"Glider, squirrel",Glass,Yemen
Val,O,Crewdson,"Heron, green-backed",Steel,China
Imogen,D,Rollinshaw,"Skua, long-tailed",Wood,Mexico
Julee,S,Hunday,Western spotted skunk,Aluminum,China
Klaus,E,Whymark,Indian peacock,Plastic,Japan
Abramo,G,Kramer,Yellow-billed hornbill,Brass,China
Darsie,T,Ruzic,"Raccoon, common",Brass,Argentina
Vida,F,Deluce,"Crane, sarus",Aluminum,Palestinian Territory
Adorne,W,Neljes,Giraffe,Steel,Russia
Merla,Q,McIlheran,"Squirrel, golden-mantled ground",Rubber,China
Calida,T,Croke,Yak,Aluminum,Czech Republic
Debi,S,Leber,"Robin, kalahari scrub",Plastic,France
Sanford,E,Skellion,Tiger,Rubber,Brazil
Gal,E,McKennan,"Bandicoot, southern brown",Brass,Spain
Desdemona,R,Nevet,White-throated robin,Rubber,Brunei
Davita,D,O'Scully,Black-tailed prairie dog,Wood,Peru
Starlene,O,Shutt,"Armadillo, common long-nosed",Steel,Norway
Ailbert,M,Lambkin,"Tortoise, asian foreset",Brass,China
Alistair,N,Telezhkin,Euro wallaby,Stone,Argentina
Giusto,R,Wartonby,"Eagle, bald",Stone,China
Devin,N,Cordelet,Kalahari scrub robin,Aluminum,Japan
Vere,F,Budcock,African red-eyed bulbul,Stone,Indonesia
Sandy,B,Romeo,Cattle egret,Glass,Czech Republic
Noby,C,Bromige,Greater blue-eared starling,Plastic,Afghanistan
Francene,I,Kleinert,"Squirrel, red",Glass,Bulgaria
Melvin,B,Timms,Common long-nosed armadillo,Plastic,Armenia
Jo-anne,D,Parffrey,"Tortoise, burmese black mountain",Aluminum,China
Ninnette,B,Jeans,"Phalarope, northern",Rubber,Ukraine
Rosella,I,Henrion,North American beaver,Plastic,Philippines
Otes,J,Attridge,"Cat, kaffir",Glass,Japan
Claude,O,Coppin,Roan antelope,Plastic,Russia
Christiane,K,Placstone,Roseate cockatoo,Plastic,Russia
Micheline,Y,Kapelhoff,Roe deer,Steel,Brazil
Jamal,W,Benet,"Mynah, common",Rubber,Brazil
Kiele,O,Freed,Four-spotted skimmer,Vinyl,China
Erskine,F,Seeney,Cougar,Glass,Kyrgyzstan
Monroe,I,Knowlden,"Kangaroo, western grey",Glass,Morocco
Grazia,C,Union,Fat-tailed dunnart,Aluminum,Oman
Katrinka,F,Nuton,Malleefowl,Plastic,Japan
Carlee,B,Brame,"Bat, little brown",Steel,China
Alanson,M,Leyborne,Four-spotted skimmer,Vinyl,China
Ciel,N,Beattie,"Kingfisher, pied",Plastic,China
Cal,O,Frandsen,"Mouse, four-striped grass",Plastic,Philippines
Leda,O,Vink,Crested bunting,Wood,Myanmar
Weidar,R,Cardenas,Eurasian red squirrel,Granite,Afghanistan
Adela,V,Cuss,Frog (unidentified),Brass,Mexico
Law,A,Duran,Southern tamandua,Brass,France
Garek,C,Lowsely,Bahama pintail,Vinyl,Russia
Townie,T,Boshell,Red and blue macaw,Plexiglass,Sweden
Baxter,R,Ingry,Leadbeateri's ground hornbill,Steel,Indonesia
Katharine,O,Kindon,Dusky rattlesnake,Rubber,Bangladesh
Bibby,D,Jachtym,"Hyena, striped",Vinyl,Argentina
Inna,T,Leishman,"Crane, sandhill",Stone,Norway
Martha,H,Cartwight,"Elephant, african",Wood,Czech Republic
Eustacia,N,Mintoff,Brown antechinus,Aluminum,Russia
Robinet,D,Mallan,Malagasy ground boa,Wood,Angola
Lonee,U,Kornyshev,"Lemur, ring-tailed",Plexiglass,Indonesia
Ardisj,A,Boots,Collared lemming,Steel,China
Etan,E,Nelthrop,"Caiman, spectacled",Rubber,Ukraine
Brigitta,L,Ramsbotham,"Jackal, indian",Plexiglass,Indonesia
Zack,L,Clac,Tsessebe,Vinyl,Japan
Cordula,C,Giorgi,Greater roadrunner,Wood,Poland
Lorelei,C,Chazelas,Little heron,Vinyl,Sweden
Ainslee,G,Tooley,Wild turkey,Glass,Brazil
Giusto,C,Fairs,Violet-eared waxbill,Glass,Argentina
Hobard,M,Shropsheir,"Devil, tasmanian",Wood,Ukraine
Milt,T,Stendell,Crowned hawk-eagle,Steel,China
Val,Q,Rock,Laughing kookaburra,Plastic,Poland
Freida,J,Raubheim,Llama,Aluminum,Brazil
Caz,W,Plitz,Cormorant (unidentified),Brass,Indonesia
Aylmer,G,English,Blackbuck,Rubber,Finland
Koralle,K,Castellucci,"Waxbill, violet-eared",Granite,Japan
Gilberto,M,Sirmond,Chilean flamingo,Plastic,Russia
Jordan,R,Caskey,Horned rattlesnake,Wood,Peru
Jerrome,A,Waything,"Hare, arctic",Plexiglass,Tanzania
Sandro,X,Wittering,Peregrine falcon,Steel,Kazakhstan
Vivyan,T,Farnaby,"Squirrel, eastern fox",Vinyl,France
Ava,Z,Glen,"Sandpiper, spotted wood",Plastic,Uzbekistan
Domini,Q,Izacenko,Arboral spiny rat,Steel,Philippines
Silvester,O,Baudino,Savanna baboon,Rubber,Brazil
Francesca,S,Josephs,Vicuna,Plexiglass,Azerbaijan
Leonidas,D,Ackhurst,"Squirrel, eurasian red",Plastic,China
Marlyn,X,Broszkiewicz,"Roadrunner, greater",Stone,Ukraine
Keith,M,Rosendorf,Seven-banded armadillo,Stone,France
Constantina,Z,Cockran,Barasingha deer,Aluminum,Sweden
Marlane,V,Ciccetti,"Lion, south american sea",Rubber,Venezuela
Stephine,B,Genike,"Civet, small-toothed palm",Vinyl,Cuba
Rosanna,O,Tudbald,"Cormorant, neotropic",Vinyl,South Africa
Brandtr,Y,Lang,Klipspringer,Wood,Peru
Charlotte,A,Redshaw,"Penguin, fairy",Rubber,Mauritius
Homere,W,Bierton,"Legaan, Monitor (unidentified)",Granite,Argentina
Cairistiona,U,Extance,"Rattlesnake, eastern diamondback",Steel,Russia
Lancelot,X,Clift,White-lipped peccary,Plexiglass,Colombia
Gothart,E,Moulsdall,Alpaca,Plastic,Sweden
Lenard,N,Spenton,"Sloth, hoffman's",Stone,Thailand
Beatriz,V,Squibb,"Barbet, levaillant's",Granite,Indonesia
Idaline,H,Ambroisin,Golden-mantled ground squirrel,Stone,Portugal
Robby,S,Shallcroff,"Lechwe, kafue flats",Glass,Greece
Eugine,I,Delnevo,Yellow mongoose,Aluminum,China
Giulietta,X,Leadbeatter,"Mongoose, javan gold-spotted",Granite,Yemen
Normand,I,Siveter,Egyptian vulture,Stone,Russia
Mira,P,Blower,Eastern dwarf mongoose,Plexiglass,Indonesia
Janifer,U,Di Francecshi,"Antechinus, brown",Aluminum,Indonesia
Aryn,U,Kubin,Uinta ground squirrel,Glass,Panama
Hedi,S,Cudworth,Hyrax,Granite,Bosnia and Herzegovina
Ayn,T,McClosh,Clark's nutcracker,Granite,Russia
Ephrem,V,Brundale,California sea lion,Brass,Mexico
Sacha,W,O'Dowgaine,"Gull, lava",Plexiglass,Afghanistan
Valli,Z,Pershouse,Bennett's wallaby,Wood,Sweden
Georgena,S,Ambroisin,"Leopard, indian",Vinyl,France
Brigitta,K,Fairbard,African buffalo,Plexiglass,Indonesia
Brander,L,Scapelhorn,Slender-billed cockatoo,Plastic,Philippines
Sam,P,Durnford,"Turtle, long-necked",Plastic,Canada
Thorn,H,Millier,"Lemur, lesser mouse",Steel,China
Frank,J,Showers,King vulture,Rubber,France
Kahaleel,J,Crevagh,"Stork, openbill",Plastic,China
Valma,Q,Zipsell,"Pigeon, feral rock",Steel,Kazakhstan
Josephina,V,Hayesman,Madagascar hawk owl,Plastic,Bolivia
Aveline,K,Karel,Galah,Stone,Thailand
Elle,M,Szantho,"Wolf, common",Plastic,Estonia
Loella,Q,Steggles,Common ringtail,Brass,Nigeria
Ruthann,P,Hague,"Tortoise, galapagos",Vinyl,Philippines
Melany,E,Graves,"Bulbul, black-eyed",Steel,Morocco
Harland,H,Dubs,Ringtail,Brass,Thailand
Fania,W,Rawstorne,"Mongoose, yellow",Granite,Israel
Brewer,V,Lambdon,"Bird, red-billed tropic",Granite,Greece
My,N,Cinderey,Jabiru stork,Steel,Greece
Casie,V,Letertre,"Jackal, silver-backed",Rubber,Panama
Mireielle,U,Gronaller,"Ibis, puna",Plexiglass,Iran
Scot,R,Tod,"Sungazer, yellow-brown",Vinyl,Afghanistan
Melli,B,Kenen,"Flycatcher, tyrant",Steel,Philippines
Fiann,U,Klas,Crown of thorns starfish,Brass,Nigeria
Buiron,A,Lantuffe,Genoveva,Brass,Ukraine
Ebenezer,R,Clive,"Weaver, white-browed sparrow",Granite,China
Benny,C,Shirer,Red-billed buffalo weaver,Stone,Indonesia
Evonne,A,Kerner,"Cat, jungle",Plastic,France
Burty,R,Royl,"Waxbill, blue",Stone,Argentina
Lira,J,Shrimpling,Red-tailed hawk,Granite,Philippines
Theo,Q,Dougill,Little cormorant,Aluminum,Guatemala
Wilhelm,M,Domleo,Blue-breasted cordon bleu,Plexiglass,Portugal
Artair,H,Adnett,Arboral spiny rat,Stone,Iran
Daphna,V,Fallens,Yellow-headed caracara,Plexiglass,Peru
Josias,B,Ausher,"Eagle, golden",Plexiglass,China
Neda,F,Ubsdall,"Curlew, black",Brass,Russia
Nikolas,U,Tattoo,Flightless cormorant,Plastic,Colombia
Quinta,F,Faithfull,Purple moorhen,Brass,Czech Republic
Thalia,U,March,"Bettong, brush-tailed",Stone,Greece
Tasha,G,Loughnan,"Owl, australian masked",Vinyl,New Zealand
Dulcie,S,Bonefant,Magnificent frigate bird,Plexiglass,Poland
Kienan,K,Bugby,"Dove, little brown",Steel,Peru
Scott,O,Nason,Cape cobra,Aluminum,France
Gwenni,D,Kimblin,Egyptian vulture,Glass,Kenya
Cosimo,D,Fairs,"Possum, golden brush-tailed",Steel,China
Kandace,M,Manolov,"Anteater, australian spiny",Stone,Thailand
Michaella,M,Tanfield,"Cliffchat, mocking",Stone,China
Merrielle,K,Dallan,Purple moorhen,Steel,Burkina Faso
Stanford,T,Dominicacci,Blue wildebeest,Stone,Russia
Ellary,R,Mayler,"Bee-eater, carmine",Vinyl,China
Alwin,A,Trippitt,White-winged black tern,Steel,Spain
Callida,G,Mellem,"Cormorant, javanese",Aluminum,Russia
Latrina,R,Limbert,Banded mongoose,Plastic,Russia
Lanie,H,Pietasch,Guerza,Brass,China
Emmalynn,N,Bodker,"Raccoon, crab-eating",Rubber,Indonesia
Sara,Z,Durdle,Blue wildebeest,Aluminum,Colombia
Giordano,E,Vasiljevic,Cape starling,Brass,Croatia
Jamill,R,Shambroke,Brown lemur,Wood,South Africa
Frannie,H,Sired,Square-lipped rhinoceros,Rubber,Indonesia
Dorise,T,Coulter,Gerenuk,Plexiglass,France
Crysta,G,Banyard,"Gull, swallow-tail",Rubber,Thailand
Daisy,B,Gimson,White-winged black tern,Plexiglass,Russia
Kasper,S,Yurkiewicz,Red-tailed wambenger,Rubber,Vietnam
Abbie,C,Brood,Four-spotted skimmer,Rubber,Cameroon
Andria,D,Avison,Blue waxbill,Steel,Argentina
Alikee,U,Shillitto,Gerenuk,Brass,Russia
Quinlan,P,Attwell,"Goose, egyptian",Granite,Israel
Arabele,F,Plesing,Snowy egret,Aluminum,Poland
Gaby,G,Dalliwater,Azara's zorro,Aluminum,Russia
Kacie,V,Courtese,"Stork, jabiru",Vinyl,China
Lou,X,Lusher,Black-capped capuchin,Plastic,Nicaragua
Evelyn,B,Cota,"Camel, dromedary",Glass,China
Malcolm,L,Birkhead,Brown lemur,Steel,China
Kizzie,S,Tatlow,Desert tortoise,Plastic,China
Mavra,V,Loche,Green vine snake,Plastic,Finland
Marin,B,Scamerdine,"Stork, yellow-billed",Plastic,Portugal
Cristy,N,Hargraves,White-rumped vulture,Rubber,Russia
Gretal,A,Hubball,Tayra,Vinyl,United States
Shaine,D,Kyndred,Desert tortoise,Granite,China
Jordon,X,Bexley,"Cockatoo, roseate",Brass,Greece
Beckie,H,Jakobssen,Pygmy possum,Granite,China
Mack,D,Shoveller,Stick insect,Brass,Burkina Faso
Shelbi,N,Kernley,Brown pelican,Aluminum,Palestinian Territory
Carlie,F,Hedon,Carmine bee-eater,Plexiglass,Poland
Tove,G,Brunke,Grey-footed squirrel,Rubber,Venezuela
Branden,V,Kauschke,Swainson's francolin,Plexiglass,Poland
Merrill,D,Bockmann,"Wallaby, euro",Plastic,Sweden
Boot,S,Colman,Mountain goat,Steel,China
Lissi,I,Gillford,"Tortoise, galapagos",Brass,Poland
Arabela,Z,Bromby,"Tern, white-winged",Brass,Russia
Magnum,W,Leftwich,"Beaver, american",Wood,Kenya
Winonah,X,Pauluzzi,"Goose, andean",Granite,Cambodia
Ruperta,E,Chieze,Zorilla,Wood,Indonesia
Webb,B,Sydall,Red-shouldered glossy starling,Plastic,Albania
Eudora,O,Camplejohn,"Heron, green-backed",Rubber,Bolivia
Arvin,X,Pennigar,White-faced whistling duck,Wood,Thailand
